resume_id,resume_text,job_description,relevance_score,label
102,"Role: DevOps Engineer. Experience: 6 years of experience in DevOps Engineer.. Education: MS in Data Science. Skills: Problem Solving, C++, PyTorch, C#, Terraform, Angular, CSS, REST API.","Looking for a Frontend Developer with expertise in React, NoSQL, CI/CD, CSS.",0.305254293373053,0
103,"Role: Data Scientist. Experience: 15 years of experience in Data Scientist.. Education: PhD in AI. Skills: HTML, React, GraphQL, PyTorch.","Looking for a ML Engineer with expertise in AWS, Keras, Machine Learning, Project Management, Communication Skills, SQL.",0.1794115083985767,0
104,"Role: Data Scientist. Experience: 8 years of experience in Data Scientist.. Education: Self-taught Developer. Skills: TypeScript, C#, Git, MongoDB, Selenium, CSS.","Looking for a ML Engineer with expertise in GitHub, Kubernetes, Data Science, Deep Learning, Computer Vision.",0.36771910321737417,0
105,"Role: Frontend Developer. Experience: 2 years of experience in Frontend Developer.. Education: MS in Data Science. Skills: GraphQL, Terraform, PyTorch, Ansible.","Looking for a ML Engineer with expertise in React, Express, Terraform, AWS, GitHub.",0.226961752002723,0
106,"Role: Frontend Developer. Experience: 5 years of experience in Frontend Developer.. Education: PhD in AI. Skills: Selenium, Azure, Cloud Computing, Hadoop, Jenkins, C#, GitHub, GCP.","Looking for a Software Engineer with expertise in Cloud Computing, Elasticsearch, Hadoop, CSS, Python, HTML.",0.5373120376961722,0
107,"Role: Frontend Developer. Experience: 12 years of experience in Frontend Developer.. Education: BS in Computer Science. Skills: GitHub, FastAPI, Express.","Looking for a ML Engineer with expertise in Problem Solving, Python, REST API, Agile, Ansible, CSS.",0.2155828427007594,0
108,"Role: DevOps Engineer. Experience: 14 years of experience in DevOps Engineer.. Education: PhD in AI. Skills: Hadoop, Problem Solving, Redis, TensorFlow, Deep Learning, Java, GCP.","Looking for a Frontend Developer with expertise in FastAPI, REST API, TypeScript, Redis, TensorFlow, HTML, MongoDB.",0.15067743463196837,0
109,"Role: Software Engineer. Experience: 13 years of experience in Software Engineer.. Education: MS in Data Science. Skills: JavaScript, Terraform, Machine Learning, SQL, Vue, Kubernetes, Python.","Looking for a Data Scientist with expertise in Jenkins, Agile, PyTorch, FastAPI, Hadoop, Elasticsearch.",0.16175288241213312,0
110,"Role: Data Scientist. Experience: 9 years of experience in Data Scientist.. Education: Self-taught Developer. Skills: Flask, Kubernetes, GraphQL, FastAPI.","Looking for a DevOps Engineer with expertise in GraphQL, Spark, HTML, NumPy.",0.3413655667444028,0
111,"Role: DevOps Engineer. Experience: 1 years of experience in DevOps Engineer.. Education: MS in Data Science. Skills: Excel, Power BI, Project Management, Machine Learning, Scrum, Git, C++.","Looking for a ML Engineer with expertise in Power BI, Flask, Hadoop, Jenkins.",0.40406533456200255,0
112,"Role: Data Scientist. Experience: 3 years of experience in Data Scientist.. Education: MS in Data Science. Skills: Pandas, Scikit-Learn, Docker, HTML, Kubernetes, FastAPI, SQL.","Looking for a Software Engineer with expertise in TensorFlow, Excel, Node.js, MongoDB, Linux, Angular, Azure.",0.11502339584541253,0
113,"Role: Software Engineer. Experience: 1 years of experience in Software Engineer.. Education: PhD in AI. Skills: SQL, Vue, Express, GCP, Problem Solving.","Looking for a ML Engineer with expertise in Terraform, Vue, Flask, Spark, Microservices, MongoDB, SQL.",0.395057820644013,0
114,"Role: Frontend Developer. Experience: 3 years of experience in Frontend Developer.. Education: BS in Computer Science. Skills: Django, Express, Jenkins, PyTorch, JavaScript, TypeScript, Communication Skills, AWS.","Looking for a Frontend Developer with expertise in PostgreSQL, TypeScript, Scikit-Learn, GitHub, Excel, React.",0.4230873346810962,0
115,"Role: Frontend Developer. Experience: 14 years of experience in Frontend Developer.. Education: MS in Data Science. Skills: Vue, Problem Solving, Python, Jenkins, Linux, CSS.","Looking for a Frontend Developer with expertise in Java, GraphQL, Jenkins, Tableau.",0.4959877544994466,0
116,"Role: ML Engineer. Experience: 9 years of experience in ML Engineer.. Education: Self-taught Developer. Skills: Power BI, FastAPI, SQL.","Looking for a ML Engineer with expertise in Express, JavaScript, REST API, MongoDB, Tableau, Agile, SQL.",0.31123187344401937,0
117,"Role: Frontend Developer. Experience: 12 years of experience in Frontend Developer.. Education: MS in Data Science. Skills: Python, Data Science, Docker.","Looking for a Software Engineer with expertise in AWS, Flask, Computer Vision, Node.js, HTML, Ansible, Problem Solving.",0.09716894829496064,0
118,"Role: Data Scientist. Experience: 1 years of experience in Data Scientist.. Education: BS in Computer Science. Skills: Pandas, REST API, Power BI, NumPy, Linux, Flask, Azure, Agile.","Looking for a ML Engineer with expertise in React, CSS, Problem Solving, AWS, Ansible, Deep Learning.",0.09558669427158473,0
119,"Role: Frontend Developer. Experience: 9 years of experience in Frontend Developer.. Education: MS in Data Science. Skills: Redis, Data Science, NLP, Git.","Looking for a DevOps Engineer with expertise in Git, Tableau, Scikit-Learn, C++.",0.4369662430174983,0
120,"Role: Data Scientist. Experience: 15 years of experience in Data Scientist.. Education: MS in Data Science. Skills: NoSQL, AWS, Docker.","Looking for a DevOps Engineer with expertise in Ansible, Excel, Node.js, Django.",0.3357563119124813,0
121,"Role: DevOps Engineer. Experience: 1 years of experience in DevOps Engineer.. Education: BS in Computer Science. Skills: Scrum, Computer Vision, NumPy, GraphQL, REST API.","Looking for a DevOps Engineer with expertise in FastAPI, NoSQL, Express, Power BI.",0.3641707696320137,0
122,"Role: Data Scientist. Experience: 4 years of experience in Data Scientist.. Education: MS in Data Science. Skills: Excel, Communication Skills, Deep Learning.","Looking for a Data Scientist with expertise in Linux, GitHub, Project Management, Hadoop, Computer Vision, Cloud Computing, Elasticsearch.",0.27259553662776337,0
123,"Role: Frontend Developer. Experience: 3 years of experience in Frontend Developer.. Education: PhD in AI. Skills: Kubernetes, Communication Skills, CSS, CI/CD.","Looking for a ML Engineer with expertise in Express, C++, Linux, GraphQL, Java, Scrum.",0.12304704239092483,0
124,"Role: Software Engineer. Experience: 7 years of experience in Software Engineer.. Education: Self-taught Developer. Skills: MySQL, Docker, Angular, MongoDB.","Looking for a Software Engineer with expertise in Terraform, FastAPI, C#, TypeScript, Microservices.",0.28181420491091663,0
125,"Role: Data Scientist. Experience: 8 years of experience in Data Scientist.. Education: Self-taught Developer. Skills: C#, Deep Learning, Vue, Data Analysis, CI/CD, React.","Looking for a Software Engineer with expertise in Elasticsearch, Excel, MongoDB, NumPy, Power BI, Scrum, Terraform.",0.18220348443232512,0
126,"Role: Software Engineer. Experience: 2 years of experience in Software Engineer.. Education: Self-taught Developer. Skills: REST API, SQL, Java, JavaScript, React, TensorFlow.","Looking for a DevOps Engineer with expertise in TensorFlow, Data Science, Communication Skills, Hadoop, TypeScript, Vue.",0.23375969843227407,0
127,"Role: Software Engineer. Experience: 3 years of experience in Software Engineer.. Education: BS in Computer Science. Skills: HTML, Cloud Computing, Angular, AWS, Express, Pandas, Redis.","Looking for a Data Scientist with expertise in Git, Ansible, FastAPI, Agile, REST API, Pandas, Kubernetes.",0.2901538404312466,0
128,"Role: ML Engineer. Experience: 14 years of experience in ML Engineer.. Education: BS in Computer Science. Skills: Linux, Scrum, Express, Communication Skills, Machine Learning, Keras.","Looking for a ML Engineer with expertise in Deep Learning, PostgreSQL, Vue, Cloud Computing, Problem Solving, Angular.",0.39098194136996106,0
129,"Role: DevOps Engineer. Experience: 2 years of experience in DevOps Engineer.. Education: PhD in AI. Skills: HTML, Problem Solving, Docker, FastAPI, Pandas, NoSQL, NumPy, GCP.","Looking for a Data Scientist with expertise in Node.js, Power BI, C#, Jenkins, Linux.",0.11198564292884124,0
130,"Role: Software Engineer. Experience: 1 years of experience in Software Engineer.. Education: MS in Data Science. Skills: Angular, Django, TypeScript, REST API, Cloud Computing.","Looking for a DevOps Engineer with expertise in Data Analysis, Flask, C++, Ansible.",0.12554802875194088,0
131,"Role: Data Scientist. Experience: 6 years of experience in Data Scientist.. Education: Self-taught Developer. Skills: Selenium, CSS, MongoDB, Git.","Looking for a Frontend Developer with expertise in TensorFlow, Node.js, Docker, Agile, Scrum, Excel, Scikit-Learn.",0.07972786359338871,0
132,"Role: Frontend Developer. Experience: 13 years of experience in Frontend Developer.. Education: BS in Computer Science. Skills: Selenium, Microservices, Scrum, C++, Keras.","Looking for a Frontend Developer with expertise in CI/CD, Cloud Computing, TensorFlow, GCP.",0.25954276991397823,0
133,"Role: DevOps Engineer. Experience: 6 years of experience in DevOps Engineer.. Education: MS in Data Science. Skills: GCP, Ansible, Tableau, MongoDB.","Looking for a Software Engineer with expertise in Linux, PostgreSQL, Python, Java, React, Excel, Vue.",0.20309053450325068,0
134,"Role: DevOps Engineer. Experience: 15 years of experience in DevOps Engineer.. Education: MS in Data Science. Skills: MySQL, Linux, React, Scikit-Learn, Power BI.","Looking for a Software Engineer with expertise in Power BI, Keras, C++, Linux, Scrum.",0.478701664068338,0
135,"Role: DevOps Engineer. Experience: 2 years of experience in DevOps Engineer.. Education: Self-taught Developer. Skills: Deep Learning, SQL, Machine Learning, Pandas, Linux.","Looking for a Software Engineer with expertise in C++, TensorFlow, Data Analysis, GCP, Deep Learning, Ansible, Power BI.",0.34857031268733774,0
136,"Role: ML Engineer. Experience: 10 years of experience in ML Engineer.. Education: MS in Data Science. Skills: Ansible, TensorFlow, Redis, Power BI, MongoDB, PyTorch.","Looking for a Data Scientist with expertise in Jenkins, Communication Skills, Django, Git.",0.11318380821864452,0
137,"Role: Software Engineer. Experience: 1 years of experience in Software Engineer.. Education: PhD in AI. Skills: Tableau, Excel, AWS, MySQL, Git, FastAPI, NLP.","Looking for a Frontend Developer with expertise in Kubernetes, Machine Learning, TypeScript, Linux, Elasticsearch, Scrum.",0.059114299764814845,0
138,"Role: Data Scientist. Experience: 10 years of experience in Data Scientist.. Education: MS in Data Science. Skills: Git, REST API, Flask, GCP, Pandas, Angular, Communication Skills.","Looking for a Data Scientist with expertise in Jenkins, MongoDB, Ansible, MySQL, Machine Learning.",0.38571886665388305,0
139,"Role: Data Scientist. Experience: 1 years of experience in Data Scientist.. Education: MS in Data Science. Skills: Scrum, SQL, Terraform, Django, MongoDB.","Looking for a ML Engineer with expertise in CSS, MongoDB, C++, Data Analysis, Python, Tableau.",0.28796458703505234,0
140,"Role: ML Engineer. Experience: 5 years of experience in ML Engineer.. Education: BS in Computer Science. Skills: Linux, MySQL, Excel, Project Management, Node.js.","Looking for a Data Scientist with expertise in Tableau, TypeScript, Microservices, Scikit-Learn, JavaScript, C#.",0.2810572752374624,0
141,"Role: ML Engineer. Experience: 13 years of experience in ML Engineer.. Education: BS in Computer Science. Skills: GitHub, Microservices, Agile, React, Computer Vision, Selenium, JavaScript, Data Analysis.","Looking for a ML Engineer with expertise in Django, Vue, Linux, Deep Learning.",0.29189156934934013,0
142,"Role: DevOps Engineer. Experience: 6 years of experience in DevOps Engineer.. Education: MS in Data Science. Skills: Selenium, HTML, Azure, PyTorch, Agile, TypeScript, Computer Vision, GitHub.","Looking for a Software Engineer with expertise in Flask, CI/CD, CSS, Communication Skills, PostgreSQL.",0.260373697794278,0
143,"Role: Data Scientist. Experience: 15 years of experience in Data Scientist.. Education: PhD in AI. Skills: PostgreSQL, Hadoop, React, Tableau, C++.","Looking for a ML Engineer with expertise in Data Analysis, Git, MongoDB, REST API.",0.04917673034726217,0
144,"Role: Data Scientist. Experience: 1 years of experience in Data Scientist.. Education: MS in Data Science. Skills: Java, Elasticsearch, Deep Learning.","Looking for a Software Engineer with expertise in TypeScript, Flask, Data Analysis, NLP.",0.20880371031006473,0
145,"Role: Software Engineer. Experience: 4 years of experience in Software Engineer.. Education: BS in Computer Science. Skills: C#, JavaScript, PyTorch, Azure, MongoDB, Hadoop, NoSQL, Spark.","Looking for a Software Engineer with expertise in Django, FastAPI, Communication Skills, Python, Data Analysis, GCP.",0.3470098325420365,0
146,"Role: DevOps Engineer. Experience: 10 years of experience in DevOps Engineer.. Education: Self-taught Developer. Skills: Express, NumPy, Deep Learning.","Looking for a ML Engineer with expertise in HTML, SQL, Redis, Scrum, C#, Computer Vision, React.",0.08315147232294676,0
147,"Role: DevOps Engineer. Experience: 12 years of experience in DevOps Engineer.. Education: BS in Computer Science. Skills: HTML, TypeScript, C#, GitHub.","Looking for a DevOps Engineer with expertise in Jenkins, TypeScript, Git, PostgreSQL, DevOps.",0.5990654400384885,0
148,"Role: Software Engineer. Experience: 5 years of experience in Software Engineer.. Education: Self-taught Developer. Skills: TypeScript, DevOps, Ansible, MongoDB, CI/CD.","Looking for a ML Engineer with expertise in Terraform, JavaScript, Keras, Ansible, CSS, Scikit-Learn.",0.09865539248026947,0
149,"Role: Frontend Developer. Experience: 3 years of experience in Frontend Developer.. Education: PhD in AI. Skills: FastAPI, Spark, Terraform.","Looking for a Software Engineer with expertise in Git, Project Management, Terraform, Data Analysis, MySQL, Problem Solving.",0.2665403270409629,0
150,"Role: DevOps Engineer. Experience: 7 years of experience in DevOps Engineer.. Education: MS in Data Science. Skills: Flask, React, NoSQL.","Looking for a DevOps Engineer with expertise in Problem Solving, Data Science, Machine Learning, NLP.",0.5692699426187595,0
151,"Role: DevOps Engineer. Experience: 2 years of experience in DevOps Engineer.. Education: MS in Data Science. Skills: Angular, MySQL, SQL, Pandas, HTML, Project Management, Deep Learning, Problem Solving.","Looking for a Frontend Developer with expertise in GitHub, Cloud Computing, MySQL, Keras, Angular, Linux.",0.4031993495724455,0
152,"Role: ML Engineer. Experience: 2 years of experience in ML Engineer.. Education: PhD in AI. Skills: Problem Solving, Data Science, Scrum, NLP, NoSQL, Deep Learning, Node.js, JavaScript.","Looking for a Data Scientist with expertise in TypeScript, NLP, Computer Vision, Elasticsearch, Hadoop, Pandas, C++.",0.33306172736681927,0
153,"Role: Frontend Developer. Experience: 8 years of experience in Frontend Developer.. Education: BS in Computer Science. Skills: NumPy, DevOps, Django, Deep Learning, MySQL, Microservices, Docker, NLP.","Looking for a Frontend Developer with expertise in Elasticsearch, SQL, Java, Git, Tableau.",0.4413565924596201,0
154,"Role: Software Engineer. Experience: 5 years of experience in Software Engineer.. Education: PhD in AI. Skills: Excel, HTML, Python, Linux, NumPy, Flask.","Looking for a DevOps Engineer with expertise in Selenium, Keras, Excel, MySQL, GitHub.",0.07659005392910284,0
155,"Role: Data Scientist. Experience: 8 years of experience in Data Scientist.. Education: PhD in AI. Skills: C#, Excel, MongoDB, Flask, Project Management, Microservices, PostgreSQL, Node.js.","Looking for a DevOps Engineer with expertise in Machine Learning, Agile, Flask, React, MySQL.",0.27545805230272213,0
156,"Role: DevOps Engineer. Experience: 1 years of experience in DevOps Engineer.. Education: PhD in AI. Skills: Jenkins, Git, Keras, C++.","Looking for a DevOps Engineer with expertise in GraphQL, Tableau, Spark, Microservices, Data Analysis, Pandas.",0.45224364177935156,0
157,"Role: Frontend Developer. Experience: 14 years of experience in Frontend Developer.. Education: BS in Computer Science. Skills: Pandas, Git, Power BI, Hadoop, Jenkins.","Looking for a Software Engineer with expertise in Docker, NumPy, Tableau, Linux, Terraform, Machine Learning, Microservices.",0.32521026328916003,0
158,"Role: Data Scientist. Experience: 2 years of experience in Data Scientist.. Education: PhD in AI. Skills: AWS, Scikit-Learn, Excel, Spark, Java, CI/CD, Docker, Project Management.","Looking for a Software Engineer with expertise in NoSQL, Django, DevOps, NumPy, Ansible, Elasticsearch.",0.26759117050411835,0
159,"Role: Frontend Developer. Experience: 11 years of experience in Frontend Developer.. Education: Self-taught Developer. Skills: Spark, DevOps, TypeScript, Computer Vision, Machine Learning, GCP.","Looking for a ML Engineer with expertise in Cloud Computing, CSS, Vue, TensorFlow, Redis, Project Management.",0.35463293298188664,0
160,"Role: Data Scientist. Experience: 15 years of experience in Data Scientist.. Education: BS in Computer Science. Skills: Kubernetes, NoSQL, Django, Ansible, FastAPI, Computer Vision, Tableau, C++.","Looking for a DevOps Engineer with expertise in Django, JavaScript, Java, DevOps.",0.36088291269501155,0
161,"Role: Frontend Developer. Experience: 10 years of experience in Frontend Developer.. Education: BS in Computer Science. Skills: Machine Learning, NumPy, MySQL, HTML, Data Analysis, React, CSS.","Looking for a Software Engineer with expertise in GraphQL, Deep Learning, Azure, Agile, Excel, Spark, Power BI.",0.1727968707721631,0
162,"Role: Software Engineer. Experience: 12 years of experience in Software Engineer.. Education: Self-taught Developer. Skills: MongoDB, CSS, Ansible.","Looking for a Data Scientist with expertise in TensorFlow, Hadoop, GitHub, Node.js, Computer Vision, MySQL, MongoDB.",0.3292017753384752,0
163,"Role: Software Engineer. Experience: 12 years of experience in Software Engineer.. Education: BS in Computer Science. Skills: Azure, Docker, Elasticsearch, JavaScript.","Looking for a ML Engineer with expertise in Azure, Node.js, NLP, Keras.",0.46628926432513323,0
164,"Role: ML Engineer. Experience: 7 years of experience in ML Engineer.. Education: MS in Data Science. Skills: Excel, Node.js, HTML, Redis, SQL, Data Analysis, Machine Learning, PyTorch.","Looking for a Software Engineer with expertise in FastAPI, C++, Machine Learning, Git, Agile.",0.35007934928266243,0
165,"Role: Frontend Developer. Experience: 13 years of experience in Frontend Developer.. Education: Self-taught Developer. Skills: Machine Learning, TensorFlow, Project Management, CSS, Problem Solving.","Looking for a Frontend Developer with expertise in Docker, Agile, Cloud Computing, Azure, Ansible, Flask.",0.23577974631086174,0
166,"Role: DevOps Engineer. Experience: 3 years of experience in DevOps Engineer.. Education: MS in Data Science. Skills: Pandas, Selenium, CI/CD, Angular.","Looking for a Frontend Developer with expertise in Excel, MongoDB, Kubernetes, Microservices, Keras, GraphQL.",0.2955568752142134,0
167,"Role: DevOps Engineer. Experience: 3 years of experience in DevOps Engineer.. Education: Self-taught Developer. Skills: Kubernetes, Java, Elasticsearch, Problem Solving, Jenkins, AWS.","Looking for a Frontend Developer with expertise in Terraform, Data Analysis, JavaScript, Scrum, Data Science, Excel.",0.16936464766738912,0
168,"Role: DevOps Engineer. Experience: 15 years of experience in DevOps Engineer.. Education: BS in Computer Science. Skills: Selenium, Hadoop, Git, Excel, NumPy, Java, Scrum, PyTorch.","Looking for a Software Engineer with expertise in Agile, Elasticsearch, Scikit-Learn, Node.js, NLP, HTML.",0.13028430953482933,0
169,"Role: Software Engineer. Experience: 4 years of experience in Software Engineer.. Education: Self-taught Developer. Skills: CI/CD, CSS, Spark.","Looking for a Data Scientist with expertise in Deep Learning, Node.js, Python, Keras, Communication Skills, Flask.",0.3399826508558921,0
170,"Role: Data Scientist. Experience: 12 years of experience in Data Scientist.. Education: Self-taught Developer. Skills: TensorFlow, Azure, Pandas, CI/CD, PostgreSQL, Jenkins, Python.","Looking for a Data Scientist with expertise in Ansible, JavaScript, Deep Learning, Node.js.",0.41927314678581556,0
171,"Role: Frontend Developer. Experience: 5 years of experience in Frontend Developer.. Education: Self-taught Developer. Skills: Flask, FastAPI, Ansible, Scrum, Microservices, Elasticsearch.","Looking for a Frontend Developer with expertise in Selenium, CI/CD, GitHub, Pandas.",0.3837108621719793,0
172,"Role: Software Engineer. Experience: 11 years of experience in Software Engineer.. Education: MS in Data Science. Skills: SQL, JavaScript, GitHub, Data Science, Flask, CSS, React.","Looking for a Software Engineer with expertise in JavaScript, DevOps, AWS, Git.",0.5614039561433131,0
173,"Role: ML Engineer. Experience: 6 years of experience in ML Engineer.. Education: Self-taught Developer. Skills: Kubernetes, Scikit-Learn, C++, Angular, Flask.","Looking for a ML Engineer with expertise in React, Django, Azure, Redis, Vue, NumPy.",0.4051999425701184,0
174,"Role: Software Engineer. Experience: 9 years of experience in Software Engineer.. Education: MS in Data Science. Skills: Data Science, Power BI, FastAPI, Cloud Computing, NLP, Communication Skills, MongoDB.","Looking for a DevOps Engineer with expertise in Elasticsearch, TypeScript, Azure, C#, Keras, Pandas.",0.21458133077538183,0
175,"Role: Software Engineer. Experience: 11 years of experience in Software Engineer.. Education: Self-taught Developer. Skills: Microservices, Angular, Linux, TypeScript, FastAPI.","Looking for a Data Scientist with expertise in Express, Project Management, CSS, CI/CD.",0.1868267880703887,0
176,"Role: Data Scientist. Experience: 11 years of experience in Data Scientist.. Education: PhD in AI. Skills: Keras, React, DevOps, Scrum, MySQL.","Looking for a Data Scientist with expertise in Elasticsearch, Express, AWS, Computer Vision, NLP.",0.4108449271232435,0
177,"Role: Frontend Developer. Experience: 7 years of experience in Frontend Developer.. Education: PhD in AI. Skills: TypeScript, Project Management, Node.js.","Looking for a Frontend Developer with expertise in TensorFlow, NoSQL, DevOps, AWS, Pandas.",0.3171464137054079,0
178,"Role: Software Engineer. Experience: 15 years of experience in Software Engineer.. Education: Self-taught Developer. Skills: SQL, MongoDB, Power BI, NLP, DevOps.","Looking for a Data Scientist with expertise in Data Analysis, Jenkins, MongoDB, Deep Learning.",0.3054365962519758,0
179,"Role: Software Engineer. Experience: 14 years of experience in Software Engineer.. Education: Self-taught Developer. Skills: Terraform, Ansible, Node.js.","Looking for a Frontend Developer with expertise in Microservices, Excel, TensorFlow, Data Science, Deep Learning, Tableau.",0.32197285055945524,0
180,"Role: Data Scientist. Experience: 1 years of experience in Data Scientist.. Education: Self-taught Developer. Skills: PyTorch, Pandas, Microservices, Python, Machine Learning, NumPy.","Looking for a Software Engineer with expertise in Kubernetes, Selenium, Express, Data Analysis, SQL, Tableau.",0.27042303602115797,0
181,"Role: ML Engineer. Experience: 3 years of experience in ML Engineer.. Education: Self-taught Developer. Skills: React, GraphQL, MySQL, Problem Solving, Deep Learning, Kubernetes, Communication Skills.","Looking for a DevOps Engineer with expertise in Tableau, MongoDB, Keras, Pandas, Linux, NLP.",0.20485997573716938,0
182,"Role: Software Engineer. Experience: 14 years of experience in Software Engineer.. Education: BS in Computer Science. Skills: Scikit-Learn, Terraform, Agile, CI/CD, Jenkins.","Looking for a Data Scientist with expertise in GitHub, Machine Learning, Keras, CSS, Cloud Computing, HTML.",0.371173357306927,0
183,"Role: Frontend Developer. Experience: 5 years of experience in Frontend Developer.. Education: Self-taught Developer. Skills: Django, CSS, SQL.","Looking for a Software Engineer with expertise in Git, GitHub, Problem Solving, Jenkins.",0.2943851266975425,0
184,"Role: ML Engineer. Experience: 10 years of experience in ML Engineer.. Education: PhD in AI. Skills: SQL, GitHub, GraphQL.","Looking for a Frontend Developer with expertise in Deep Learning, GitHub, CSS, Linux, C++.",0.343823018446093,0
185,"Role: Data Scientist. Experience: 1 years of experience in Data Scientist.. Education: BS in Computer Science. Skills: TensorFlow, REST API, NLP, GitHub, Linux, Jenkins.","Looking for a ML Engineer with expertise in C#, Jenkins, Data Science, Tableau, Redis, Communication Skills, Problem Solving.",0.2890691946370582,0
186,"Role: Data Scientist. Experience: 7 years of experience in Data Scientist.. Education: PhD in AI. Skills: Deep Learning, Ansible, Node.js, React.","Looking for a Data Scientist with expertise in Computer Vision, Keras, NoSQL, Express, Docker, TensorFlow.",0.4246127245252687,0
187,"Role: Data Scientist. Experience: 6 years of experience in Data Scientist.. Education: MS in Data Science. Skills: GCP, Hadoop, TypeScript, Angular, C#, Power BI, Machine Learning.","Looking for a ML Engineer with expertise in Computer Vision, Kubernetes, CI/CD, Azure, Deep Learning, Keras, Tableau.",0.09663290174714279,0
188,"Role: Frontend Developer. Experience: 11 years of experience in Frontend Developer.. Education: BS in Computer Science. Skills: Elasticsearch, GitHub, Selenium, CSS, Cloud Computing, Tableau, GCP.","Looking for a DevOps Engineer with expertise in PyTorch, C#, Angular, Pandas, NLP, Vue, Agile.",0.17963341403540067,0
189,"Role: Software Engineer. Experience: 10 years of experience in Software Engineer.. Education: PhD in AI. Skills: Elasticsearch, DevOps, FastAPI, Docker, Linux, CI/CD, Project Management, MongoDB.","Looking for a ML Engineer with expertise in NumPy, Docker, Agile, SQL, Ansible, Cloud Computing, Azure.",0.3318863109686342,0
190,"Role: Frontend Developer. Experience: 8 years of experience in Frontend Developer.. Education: Self-taught Developer. Skills: REST API, Tableau, Java, Excel, Hadoop, Docker.","Looking for a ML Engineer with expertise in Scrum, Python, NumPy, Data Analysis, Redis, Agile.",0.08794089572213025,0
191,"Role: Software Engineer. Experience: 3 years of experience in Software Engineer.. Education: BS in Computer Science. Skills: SQL, Elasticsearch, GitHub, Linux, Jenkins, Project Management, Communication Skills.","Looking for a Frontend Developer with expertise in Redis, Problem Solving, Python, Kubernetes, PostgreSQL, Git.",0.38977259403334547,0
192,"Role: Data Scientist. Experience: 14 years of experience in Data Scientist.. Education: BS in Computer Science. Skills: REST API, Computer Vision, NLP.","Looking for a Frontend Developer with expertise in MySQL, CSS, C++, Excel, Jenkins, AWS, NumPy.",0.11898745243125508,0
193,"Role: Data Scientist. Experience: 7 years of experience in Data Scientist.. Education: PhD in AI. Skills: GraphQL, Node.js, JavaScript.","Looking for a DevOps Engineer with expertise in JavaScript, DevOps, Azure, Pandas, Data Science.",0.23624303200642569,0
194,"Role: Software Engineer. Experience: 12 years of experience in Software Engineer.. Education: Self-taught Developer. Skills: Scrum, Docker, React, Scikit-Learn, Tableau.","Looking for a Frontend Developer with expertise in PostgreSQL, Pandas, Ansible, Problem Solving.",0.22385393462028627,0
195,"Role: Data Scientist. Experience: 1 years of experience in Data Scientist.. Education: Self-taught Developer. Skills: NLP, Project Management, FastAPI, Scikit-Learn, React.","Looking for a Data Scientist with expertise in Data Science, REST API, Project Management, Computer Vision, Docker.",0.5258578244847916,0
196,"Role: Software Engineer. Experience: 2 years of experience in Software Engineer.. Education: MS in Data Science. Skills: CSS, C#, Excel, DevOps, PyTorch.","Looking for a Data Scientist with expertise in REST API, NoSQL, MongoDB, Terraform.",0.2855557141455672,0
197,"Role: DevOps Engineer. Experience: 10 years of experience in DevOps Engineer.. Education: MS in Data Science. Skills: TensorFlow, PyTorch, Data Science.","Looking for a DevOps Engineer with expertise in Terraform, NLP, HTML, Machine Learning, SQL, MySQL.",0.3018677129366246,0
198,"Role: Software Engineer. Experience: 2 years of experience in Software Engineer.. Education: MS in Data Science. Skills: Pandas, Agile, NoSQL, Cloud Computing, DevOps.","Looking for a ML Engineer with expertise in HTML, Node.js, Microservices, Terraform, Agile.",0.18732297760055616,0
199,"Role: Software Engineer. Experience: 13 years of experience in Software Engineer.. Education: PhD in AI. Skills: C++, Hadoop, Agile, Java, Microservices, MongoDB, REST API, Express.","Looking for a Software Engineer with expertise in GraphQL, Agile, C#, GitHub.",0.4445132356574588,0
200,"Role: Software Engineer. Experience: 11 years of experience in Software Engineer.. Education: PhD in AI. Skills: React, PostgreSQL, Redis, Django, Data Science, Power BI, PyTorch.","Looking for a Data Scientist with expertise in CSS, C#, Scikit-Learn, Elasticsearch.",0.34699031302640665,0
201,"Role: Data Scientist. Experience: 11 years of experience in Data Scientist.. Education: BS in Computer Science. Skills: Data Science, Cloud Computing, Ansible, Node.js, Hadoop, TensorFlow, JavaScript, Git.","Looking for a ML Engineer with expertise in REST API, Redis, Kubernetes, Docker, Vue.",0.20085002637320737,0
202,"Role: Frontend Developer. Experience: 8 years of experience in Frontend Developer.. Education: Self-taught Developer. Skills: Scikit-Learn, Express, Django, Tableau, FastAPI, Angular.","Looking for a DevOps Engineer with expertise in DevOps, AWS, Selenium, Node.js, GraphQL, Deep Learning, Scikit-Learn.",0.45207089728289684,0
203,"Role: DevOps Engineer. Experience: 4 years of experience in DevOps Engineer.. Education: PhD in AI. Skills: C++, Excel, Spark, Cloud Computing.","Looking for a Software Engineer with expertise in HTML, Scikit-Learn, Git, Power BI, GraphQL, GitHub.",0.2936015287565573,0
204,"Role: DevOps Engineer. Experience: 4 years of experience in DevOps Engineer.. Education: MS in Data Science. Skills: PostgreSQL, Selenium, Microservices, Ansible.","Looking for a Software Engineer with expertise in NLP, GraphQL, CSS, FastAPI, Data Science.",0.2241343281983588,0
