resume_id,resume_text,job_description,relevance_score,label,processed_resume,processed_jd,skill_overlap,cosine_similarity
101,"Role: Frontend Developer. Experience: 10 years of experience in Frontend Developer.. Education: PhD in AI. Skills: Keras, PyTorch, AWS, Scikit-Learn.","Looking for a ML Engineer with expertise in Data Analysis, MongoDB, Power BI, Docker, TypeScript, Jenkins.",0.1268784256974661,0,role frontend developer experience 10 year experience frontend developer education phd ai skill keras pytorch aws scikit learn,look ml engineer expertise data analysis mongodb power bi docker typescript jenkins,0.0,0.7172002109506647
102,"Role: DevOps Engineer. Experience: 6 years of experience in DevOps Engineer.. Education: MS in Data Science. Skills: Problem Solving, C++, PyTorch, C#, Terraform, Angular, CSS, REST API.","Looking for a Frontend Developer with expertise in React, NoSQL, CI/CD, CSS.",0.305254293373053,0,role devops engineer experience 6 year experience devops engineer education ms data science skill problem solving c++ pytorch c terraform angular css rest api,look frontend developer expertise react nosql ci cd css,0.25,0.6795311704576895
103,"Role: Data Scientist. Experience: 15 years of experience in Data Scientist.. Education: PhD in AI. Skills: HTML, React, GraphQL, PyTorch.","Looking for a ML Engineer with expertise in AWS, Keras, Machine Learning, Project Management, Communication Skills, SQL.",0.1794115083985767,0,role data scientist experience 15 year experience data scientist education phd ai skill html react graphql pytorch,look ml engineer expertise aws keras machine learning project management communication skills sql,0.0,0.7132424975972889
104,"Role: Data Scientist. Experience: 8 years of experience in Data Scientist.. Education: Self-taught Developer. Skills: TypeScript, C#, Git, MongoDB, Selenium, CSS.","Looking for a ML Engineer with expertise in GitHub, Kubernetes, Data Science, Deep Learning, Computer Vision.",0.3677191032173741,0,role data scientist experience 8 year experience data scientist education self teach developer skill typescript c git mongodb selenium css,look ml engineer expertise github kubernetes data science deep learning computer vision,0.0,0.747081875973393
105,"Role: Frontend Developer. Experience: 2 years of experience in Frontend Developer.. Education: MS in Data Science. Skills: GraphQL, Terraform, PyTorch, Ansible.","Looking for a ML Engineer with expertise in React, Express, Terraform, AWS, GitHub.",0.226961752002723,0,role frontend developer experience 2 year experience frontend developer education ms data science skill graphql terraform pytorch ansible,look ml engineer expertise react express terraform aws github,0.2,0.620721455730091
106,"Role: Frontend Developer. Experience: 5 years of experience in Frontend Developer.. Education: PhD in AI. Skills: Selenium, Azure, Cloud Computing, Hadoop, Jenkins, C#, GitHub, GCP.","Looking for a Software Engineer with expertise in Cloud Computing, Elasticsearch, Hadoop, CSS, Python, HTML.",0.5373120376961722,0,role frontend developer experience 5 year experience frontend developer education phd ai skill selenium azure cloud computing hadoop jenkins c github gcp,look software engineer expertise cloud computing elasticsearch hadoop css python html,0.3333333333333333,0.7987458048544245
107,"Role: Frontend Developer. Experience: 12 years of experience in Frontend Developer.. Education: BS in Computer Science. Skills: GitHub, FastAPI, Express.","Looking for a ML Engineer with expertise in Problem Solving, Python, REST API, Agile, Ansible, CSS.",0.2155828427007594,0,role frontend developer experience 12 year experience frontend developer education bs computer science skill github fastapi express,look ml engineer expertise problem solving python rest api agile ansible css,0.0,0.7607958032949905
108,"Role: DevOps Engineer. Experience: 14 years of experience in DevOps Engineer.. Education: PhD in AI. Skills: Hadoop, Problem Solving, Redis, TensorFlow, Deep Learning, Java, GCP.","Looking for a Frontend Developer with expertise in FastAPI, REST API, TypeScript, Redis, TensorFlow, HTML, MongoDB.",0.1506774346319683,0,role devops engineer experience 14 year experience devops engineer education phd ai skill hadoop problem solving redis tensorflow deep learning java gcp,look frontend developer expertise fastapi rest api typescript redis tensorflow html mongodb,0.2857142857142857,0.7052154432526787
109,"Role: Software Engineer. Experience: 13 years of experience in Software Engineer.. Education: MS in Data Science. Skills: JavaScript, Terraform, Machine Learning, SQL, Vue, Kubernetes, Python.","Looking for a Data Scientist with expertise in Jenkins, Agile, PyTorch, FastAPI, Hadoop, Elasticsearch.",0.1617528824121331,0,role software engineer experience 13 year experience software engineer education ms data science skill javascript terraform machine learning sql vue kubernetes python,look data scientist expertise jenkins agile pytorch fastapi hadoop elasticsearch,0.0,0.6242115919635016
110,"Role: Data Scientist. Experience: 9 years of experience in Data Scientist.. Education: Self-taught Developer. Skills: Flask, Kubernetes, GraphQL, FastAPI.","Looking for a DevOps Engineer with expertise in GraphQL, Spark, HTML, NumPy.",0.3413655667444028,0,role data scientist experience 9 year experience data scientist education self teach developer skill flask kubernetes graphql fastapi,look devops engineer expertise graphql spark html numpy,0.2,0.4906399759956321
111,"Role: DevOps Engineer. Experience: 1 years of experience in DevOps Engineer.. Education: MS in Data Science. Skills: Excel, Power BI, Project Management, Machine Learning, Scrum, Git, C++.","Looking for a ML Engineer with expertise in Power BI, Flask, Hadoop, Jenkins.",0.4040653345620025,0,role devops engineer experience 1 year experience devops engineer education ms data science skill excel power bi project management machine learning scrum git c++,look ml engineer expertise power bi flask hadoop jenkins,0.25,0.6701524309935223
112,"Role: Data Scientist. Experience: 3 years of experience in Data Scientist.. Education: MS in Data Science. Skills: Pandas, Scikit-Learn, Docker, HTML, Kubernetes, FastAPI, SQL.","Looking for a Software Engineer with expertise in TensorFlow, Excel, Node.js, MongoDB, Linux, Angular, Azure.",0.1150233958454125,0,role data scientist experience 3 year experience data scientist education ms data science skill pandas scikit learn docker html kubernetes fastapi sql,look software engineer expertise tensorflow excel node.js mongodb linux angular azure,0.0,0.5852026131157694
113,"Role: Software Engineer. Experience: 1 years of experience in Software Engineer.. Education: PhD in AI. Skills: SQL, Vue, Express, GCP, Problem Solving.","Looking for a ML Engineer with expertise in Terraform, Vue, Flask, Spark, Microservices, MongoDB, SQL.",0.395057820644013,0,role software engineer experience 1 year experience software engineer education phd ai skill sql vue express gcp problem solving,look ml engineer expertise terraform vue flask spark microservices mongodb sql,0.2857142857142857,0.6399281816181227
114,"Role: Frontend Developer. Experience: 3 years of experience in Frontend Developer.. Education: BS in Computer Science. Skills: Django, Express, Jenkins, PyTorch, JavaScript, TypeScript, Communication Skills, AWS.","Looking for a Frontend Developer with expertise in PostgreSQL, TypeScript, Scikit-Learn, GitHub, Excel, React.",0.4230873346810962,0,role frontend developer experience 3 year experience frontend developer education bs computer science skill django express jenkins pytorch javascript typescript communication skills aws,look frontend developer expertise postgresql typescript scikit learn github excel react,0.16666666666666666,0.8098198690908771
115,"Role: Frontend Developer. Experience: 14 years of experience in Frontend Developer.. Education: MS in Data Science. Skills: Vue, Problem Solving, Python, Jenkins, Linux, CSS.","Looking for a Frontend Developer with expertise in Java, GraphQL, Jenkins, Tableau.",0.4959877544994466,0,role frontend developer experience 14 year experience frontend developer education ms data science skill vue problem solving python jenkins linux css,look frontend developer expertise java graphql jenkins tableau,0.25,0.8368583999064065
116,"Role: ML Engineer. Experience: 9 years of experience in ML Engineer.. Education: Self-taught Developer. Skills: Power BI, FastAPI, SQL.","Looking for a ML Engineer with expertise in Express, JavaScript, REST API, MongoDB, Tableau, Agile, SQL.",0.3112318734440193,0,role ml engineer experience 9 year experience ml engineer education self teach developer skill power bi fastapi sql,look ml engineer expertise express javascript rest api mongodb tableau agile sql,0.14285714285714285,0.7073356852514808
117,"Role: Frontend Developer. Experience: 12 years of experience in Frontend Developer.. Education: MS in Data Science. Skills: Python, Data Science, Docker.","Looking for a Software Engineer with expertise in AWS, Flask, Computer Vision, Node.js, HTML, Ansible, Problem Solving.",0.0971689482949606,0,role frontend developer experience 12 year experience frontend developer education ms data science skill python data science docker,look software engineer expertise aws flask computer vision node.js html ansible problem solving,0.0,0.6784176405881212
118,"Role: Data Scientist. Experience: 1 years of experience in Data Scientist.. Education: BS in Computer Science. Skills: Pandas, REST API, Power BI, NumPy, Linux, Flask, Azure, Agile.","Looking for a ML Engineer with expertise in React, CSS, Problem Solving, AWS, Ansible, Deep Learning.",0.0955866942715847,0,role data scientist experience 1 year experience data scientist education bs computer science skill panda rest api power bi numpy linux flask azure agile,look ml engineer expertise react css problem solving aws ansible deep learning,0.0,0.6567076179938275
119,"Role: Frontend Developer. Experience: 9 years of experience in Frontend Developer.. Education: MS in Data Science. Skills: Redis, Data Science, NLP, Git.","Looking for a DevOps Engineer with expertise in Git, Tableau, Scikit-Learn, C++.",0.4369662430174983,0,role frontend developer experience 9 year experience frontend developer education ms data science skill redis data science nlp git,look devops engineer expertise git tableau scikit learn c++,0.2,0.6742552620380764
120,"Role: Data Scientist. Experience: 15 years of experience in Data Scientist.. Education: MS in Data Science. Skills: NoSQL, AWS, Docker.","Looking for a DevOps Engineer with expertise in Ansible, Excel, Node.js, Django.",0.3357563119124813,0,role data scientist experience 15 year experience data scientist education ms data science skill nosql aws docker,look devops engineer expertise ansible excel node.js django,0.0,0.5198702073401216
121,"Role: DevOps Engineer. Experience: 1 years of experience in DevOps Engineer.. Education: BS in Computer Science. Skills: Scrum, Computer Vision, NumPy, GraphQL, REST API.","Looking for a DevOps Engineer with expertise in FastAPI, NoSQL, Express, Power BI.",0.3641707696320137,0,role devops engineer experience 1 year experience devops engineer education bs computer science skill scrum computer vision numpy graphql rest api,look devops engineer expertise fastapi nosql express power bi,0.2,0.7754080861164173
122,"Role: Data Scientist. Experience: 4 years of experience in Data Scientist.. Education: MS in Data Science. Skills: Excel, Communication Skills, Deep Learning.","Looking for a Data Scientist with expertise in Linux, GitHub, Project Management, Hadoop, Computer Vision, Cloud Computing, Elasticsearch.",0.2725955366277633,0,role data scientist experience 4 year experience data scientist education ms data science skill excel communication skills deep learning,look data scientist expertise linux github project management hadoop computer vision cloud computing elasticsearch,0.0,0.6432056302368955
123,"Role: Frontend Developer. Experience: 3 years of experience in Frontend Developer.. Education: PhD in AI. Skills: Kubernetes, Communication Skills, CSS, CI/CD.","Looking for a ML Engineer with expertise in Express, C++, Linux, GraphQL, Java, Scrum.",0.1230470423909248,0,role frontend developer experience 3 year experience frontend developer education phd ai skill kubernete communication skills css ci cd,look ml engineer expertise express c++ linux graphql java scrum,0.0,0.7485259186065537
124,"Role: Software Engineer. Experience: 7 years of experience in Software Engineer.. Education: Self-taught Developer. Skills: MySQL, Docker, Angular, MongoDB.","Looking for a Software Engineer with expertise in Terraform, FastAPI, C#, TypeScript, Microservices.",0.2818142049109166,0,role software engineer experience 7 year experience software engineer education self teach developer skill mysql docker angular mongodb,look software engineer expertise terraform fastapi c typescript microservices,0.0,0.7130350162561375
125,"Role: Data Scientist. Experience: 8 years of experience in Data Scientist.. Education: Self-taught Developer. Skills: C#, Deep Learning, Vue, Data Analysis, CI/CD, React.","Looking for a Software Engineer with expertise in Elasticsearch, Excel, MongoDB, NumPy, Power BI, Scrum, Terraform.",0.1822034844323251,0,role data scientist experience 8 year experience data scientist education self teach developer skill c deep learning vue data analysis ci cd react,look software engineer expertise elasticsearch excel mongodb numpy power bi scrum terraform,0.0,0.5919128954440991
126,"Role: Software Engineer. Experience: 2 years of experience in Software Engineer.. Education: Self-taught Developer. Skills: REST API, SQL, Java, JavaScript, React, TensorFlow.","Looking for a DevOps Engineer with expertise in TensorFlow, Data Science, Communication Skills, Hadoop, TypeScript, Vue.",0.233759698432274,0,role software engineer experience 2 year experience software engineer education self teach developer skill rest api sql java javascript react tensorflow,look devops engineer expertise tensorflow data science communication skills hadoop typescript vue,0.14285714285714285,0.671934369772906
127,"Role: Software Engineer. Experience: 3 years of experience in Software Engineer.. Education: BS in Computer Science. Skills: HTML, Cloud Computing, Angular, AWS, Express, Pandas, Redis.","Looking for a Data Scientist with expertise in Git, Ansible, FastAPI, Agile, REST API, Pandas, Kubernetes.",0.2901538404312466,0,role software engineer experience 3 year experience software engineer education bs computer science skill html cloud computing angular aws express pandas redis,look data scientist expertise git ansible fastapi agile rest api pandas kubernetes,0.14285714285714285,0.7136337586807258
128,"Role: ML Engineer. Experience: 14 years of experience in ML Engineer.. Education: BS in Computer Science. Skills: Linux, Scrum, Express, Communication Skills, Machine Learning, Keras.","Looking for a ML Engineer with expertise in Deep Learning, PostgreSQL, Vue, Cloud Computing, Problem Solving, Angular.",0.390981941369961,0,role ml engineer experience 14 year experience ml engineer education bs computer science skill linux scrum express communication skills machine learning keras,look ml engineer expertise deep learning postgresql vue cloud computing problem solving angular,0.0,0.8046599825726879
129,"Role: DevOps Engineer. Experience: 2 years of experience in DevOps Engineer.. Education: PhD in AI. Skills: HTML, Problem Solving, Docker, FastAPI, Pandas, NoSQL, NumPy, GCP.","Looking for a Data Scientist with expertise in Node.js, Power BI, C#, Jenkins, Linux.",0.1119856429288412,0,role devops engineer experience 2 year experience devops engineer education phd ai skill html problem solving docker fastapi pandas nosql numpy gcp,look data scientist expertise node.js power bi c jenkins linux,0.0,0.6722975783516402
130,"Role: Software Engineer. Experience: 1 years of experience in Software Engineer.. Education: MS in Data Science. Skills: Angular, Django, TypeScript, REST API, Cloud Computing.","Looking for a DevOps Engineer with expertise in Data Analysis, Flask, C++, Ansible.",0.1255480287519408,0,role software engineer experience 1 year experience software engineer education ms data science skill angular django typescript rest api cloud computing,look devops engineer expertise data analysis flask c++ ansible,0.0,0.7059917084404471
131,"Role: Data Scientist. Experience: 6 years of experience in Data Scientist.. Education: Self-taught Developer. Skills: Selenium, CSS, MongoDB, Git.","Looking for a Frontend Developer with expertise in TensorFlow, Node.js, Docker, Agile, Scrum, Excel, Scikit-Learn.",0.0797278635933887,0,role data scientist experience 6 year experience data scientist education self teach developer skill selenium css mongodb git,look frontend developer expertise tensorflow node.js docker agile scrum excel scikit learn,0.0,0.7124708977499614
132,"Role: Frontend Developer. Experience: 13 years of experience in Frontend Developer.. Education: BS in Computer Science. Skills: Selenium, Microservices, Scrum, C++, Keras.","Looking for a Frontend Developer with expertise in CI/CD, Cloud Computing, TensorFlow, GCP.",0.2595427699139782,0,role frontend developer experience 13 year experience frontend developer education bs computer science skill selenium microservices scrum c++ keras,look frontend developer expertise ci cd cloud computing tensorflow gcp,0.0,0.7601879019257114
133,"Role: DevOps Engineer. Experience: 6 years of experience in DevOps Engineer.. Education: MS in Data Science. Skills: GCP, Ansible, Tableau, MongoDB.","Looking for a Software Engineer with expertise in Linux, PostgreSQL, Python, Java, React, Excel, Vue.",0.2030905345032506,0,role devops engineer experience 6 year experience devops engineer education ms data science skill gcp ansible tableau mongodb,look software engineer expertise linux postgresql python java react excel vue,0.0,0.49279010218144376
134,"Role: DevOps Engineer. Experience: 15 years of experience in DevOps Engineer.. Education: MS in Data Science. Skills: MySQL, Linux, React, Scikit-Learn, Power BI.","Looking for a Software Engineer with expertise in Power BI, Keras, C++, Linux, Scrum.",0.478701664068338,0,role devops engineer experience 15 year experience devops engineer education ms data science skill mysql linux react scikit learn power bi,look software engineer expertise power bi keras c++ linux scrum,0.4,0.7783098967132999
135,"Role: DevOps Engineer. Experience: 2 years of experience in DevOps Engineer.. Education: Self-taught Developer. Skills: Deep Learning, SQL, Machine Learning, Pandas, Linux.","Looking for a Software Engineer with expertise in C++, TensorFlow, Data Analysis, GCP, Deep Learning, Ansible, Power BI.",0.3485703126873377,0,role devops engineer experience 2 year experience devops engineer education self teach developer skill deep learning sql machine learning pandas linux,look software engineer expertise c++ tensorflow data analysis gcp deep learning ansible power bi,0.14285714285714285,0.8316581218494326
136,"Role: ML Engineer. Experience: 10 years of experience in ML Engineer.. Education: MS in Data Science. Skills: Ansible, TensorFlow, Redis, Power BI, MongoDB, PyTorch.","Looking for a Data Scientist with expertise in Jenkins, Communication Skills, Django, Git.",0.1131838082186445,0,role ml engineer experience 10 year experience ml engineer education ms data science skill ansible tensorflow redis power bi mongodb pytorch,look data scientist expertise jenkins communication skills django git,0.0,0.7373698054179355
137,"Role: Software Engineer. Experience: 1 years of experience in Software Engineer.. Education: PhD in AI. Skills: Tableau, Excel, AWS, MySQL, Git, FastAPI, NLP.","Looking for a Frontend Developer with expertise in Kubernetes, Machine Learning, TypeScript, Linux, Elasticsearch, Scrum.",0.0591142997648148,0,role software engineer experience 1 year experience software engineer education phd ai skill tableau excel aws mysql git fastapi nlp,look frontend developer expertise kubernetes machine learning typescript linux elasticsearch scrum,0.0,0.7697864012112909
138,"Role: Data Scientist. Experience: 10 years of experience in Data Scientist.. Education: MS in Data Science. Skills: Git, REST API, Flask, GCP, Pandas, Angular, Communication Skills.","Looking for a Data Scientist with expertise in Jenkins, MongoDB, Ansible, MySQL, Machine Learning.",0.385718866653883,0,role data scientist experience 10 year experience data scientist education ms data science skill git rest api flask gcp pandas angular communication skills,look data scientist expertise jenkins mongodb ansible mysql machine learning,0.0,0.7273961569311748
139,"Role: Data Scientist. Experience: 1 years of experience in Data Scientist.. Education: MS in Data Science. Skills: Scrum, SQL, Terraform, Django, MongoDB.","Looking for a ML Engineer with expertise in CSS, MongoDB, C++, Data Analysis, Python, Tableau.",0.2879645870350523,0,role data scientist experience 1 year experience data scientist education ms data science skill scrum sql terraform django mongodb,look ml engineer expertise css mongodb c++ data analysis python tableau,0.16666666666666666,0.7397001333432655
140,"Role: ML Engineer. Experience: 5 years of experience in ML Engineer.. Education: BS in Computer Science. Skills: Linux, MySQL, Excel, Project Management, Node.js.","Looking for a Data Scientist with expertise in Tableau, TypeScript, Microservices, Scikit-Learn, JavaScript, C#.",0.2810572752374624,0,role ml engineer experience 5 year experience ml engineer education bs computer science skill linux mysql excel project management node.js,look data scientist expertise tableau typescript microservices scikit learn javascript c,0.0,0.6166352377742882
141,"Role: ML Engineer. Experience: 13 years of experience in ML Engineer.. Education: BS in Computer Science. Skills: GitHub, Microservices, Agile, React, Computer Vision, Selenium, JavaScript, Data Analysis.","Looking for a ML Engineer with expertise in Django, Vue, Linux, Deep Learning.",0.2918915693493401,0,role ml engineer experience 13 year experience ml engineer education bs computer science skill github microservices agile react computer vision selenium javascript data analysis,look ml engineer expertise django vue linux deep learning,0.0,0.7188789392367589
142,"Role: DevOps Engineer. Experience: 6 years of experience in DevOps Engineer.. Education: MS in Data Science. Skills: Selenium, HTML, Azure, PyTorch, Agile, TypeScript, Computer Vision, GitHub.","Looking for a Software Engineer with expertise in Flask, CI/CD, CSS, Communication Skills, PostgreSQL.",0.260373697794278,0,role devops engineer experience 6 year experience devops engineer education ms data science skill selenium html azure pytorch agile typescript computer vision github,look software engineer expertise flask ci cd css communication skills postgresql,0.0,0.7011115724728265
143,"Role: Data Scientist. Experience: 15 years of experience in Data Scientist.. Education: PhD in AI. Skills: PostgreSQL, Hadoop, React, Tableau, C++.","Looking for a ML Engineer with expertise in Data Analysis, Git, MongoDB, REST API.",0.0491767303472621,0,role data scientist experience 15 year experience data scientist education phd ai skill postgresql hadoop react tableau c++,look ml engineer expertise data analysis git mongodb rest api,0.0,0.7561187653100947
144,"Role: Data Scientist. Experience: 1 years of experience in Data Scientist.. Education: MS in Data Science. Skills: Java, Elasticsearch, Deep Learning.","Looking for a Software Engineer with expertise in TypeScript, Flask, Data Analysis, NLP.",0.2088037103100647,0,role data scientist experience 1 year experience data scientist education ms data science skill java elasticsearch deep learning,look software engineer expertise typescript flask data analysis nlp,0.0,0.7459047874265164
145,"Role: Software Engineer. Experience: 4 years of experience in Software Engineer.. Education: BS in Computer Science. Skills: C#, JavaScript, PyTorch, Azure, MongoDB, Hadoop, NoSQL, Spark.","Looking for a Software Engineer with expertise in Django, FastAPI, Communication Skills, Python, Data Analysis, GCP.",0.3470098325420365,0,role software engineer experience 4 year experience software engineer education bs computer science skill c javascript pytorch azure mongodb hadoop nosql spark,look software engineer expertise django fastapi communication skills python data analysis gcp,0.0,0.8428312739920365
146,"Role: DevOps Engineer. Experience: 10 years of experience in DevOps Engineer.. Education: Self-taught Developer. Skills: Express, NumPy, Deep Learning.","Looking for a ML Engineer with expertise in HTML, SQL, Redis, Scrum, C#, Computer Vision, React.",0.0831514723229467,0,role devops engineer experience 10 year experience devops engineer education self teach developer skill express numpy deep learning,look ml engineer expertise html sql redis scrum c computer vision react,0.0,0.6901940794326119
147,"Role: DevOps Engineer. Experience: 12 years of experience in DevOps Engineer.. Education: BS in Computer Science. Skills: HTML, TypeScript, C#, GitHub.","Looking for a DevOps Engineer with expertise in Jenkins, TypeScript, Git, PostgreSQL, DevOps.",0.5990654400384885,0,role devops engineer experience 12 year experience devops engineer education bs computer science skill html typescript c github,look devops engineer expertise jenkins typescript git postgresql devops,0.4,0.7033271973019988
148,"Role: Software Engineer. Experience: 5 years of experience in Software Engineer.. Education: Self-taught Developer. Skills: TypeScript, DevOps, Ansible, MongoDB, CI/CD.","Looking for a ML Engineer with expertise in Terraform, JavaScript, Keras, Ansible, CSS, Scikit-Learn.",0.0986553924802694,0,role software engineer experience 5 year experience software engineer education self teach developer skill typescript devops ansible mongodb ci cd,look ml engineer expertise terraform javascript keras ansible css scikit learn,0.16666666666666666,0.6512908903238662
149,"Role: Frontend Developer. Experience: 3 years of experience in Frontend Developer.. Education: PhD in AI. Skills: FastAPI, Spark, Terraform.","Looking for a Software Engineer with expertise in Git, Project Management, Terraform, Data Analysis, MySQL, Problem Solving.",0.2665403270409629,0,role frontend developer experience 3 year experience frontend developer education phd ai skill fastapi spark terraform,look software engineer expertise git project management terraform data analysis mysql problem solving,0.16666666666666666,0.8230797491796701
150,"Role: DevOps Engineer. Experience: 7 years of experience in DevOps Engineer.. Education: MS in Data Science. Skills: Flask, React, NoSQL.","Looking for a DevOps Engineer with expertise in Problem Solving, Data Science, Machine Learning, NLP.",0.5692699426187595,0,role devops engineer experience 7 year experience devops engineer education ms data science skill flask react nosql,look devops engineer expertise problem solving data science machine learning nlp,0.4,0.7867804843185935
151,"Role: DevOps Engineer. Experience: 2 years of experience in DevOps Engineer.. Education: MS in Data Science. Skills: Angular, MySQL, SQL, Pandas, HTML, Project Management, Deep Learning, Problem Solving.","Looking for a Frontend Developer with expertise in GitHub, Cloud Computing, MySQL, Keras, Angular, Linux.",0.4031993495724455,0,role devops engineer experience 2 year experience devops engineer education ms data science skill angular mysql sql pandas html project management deep learning problem solving,look frontend developer expertise github cloud computing mysql keras angular linux,0.3333333333333333,0.7488064123537227
152,"Role: ML Engineer. Experience: 2 years of experience in ML Engineer.. Education: PhD in AI. Skills: Problem Solving, Data Science, Scrum, NLP, NoSQL, Deep Learning, Node.js, JavaScript.","Looking for a Data Scientist with expertise in TypeScript, NLP, Computer Vision, Elasticsearch, Hadoop, Pandas, C++.",0.3330617273668192,0,role ml engineer experience 2 year experience ml engineer education phd ai skill problem solving data science scrum nlp nosql deep learning node.js javascript,look data scientist expertise typescript nlp computer vision elasticsearch hadoop pandas c++,0.14285714285714285,0.6747363558670826
153,"Role: Frontend Developer. Experience: 8 years of experience in Frontend Developer.. Education: BS in Computer Science. Skills: NumPy, DevOps, Django, Deep Learning, MySQL, Microservices, Docker, NLP.","Looking for a Frontend Developer with expertise in Elasticsearch, SQL, Java, Git, Tableau.",0.4413565924596201,0,role frontend developer experience 8 year experience frontend developer education bs computer science skill numpy devops django deep learning mysql microservices docker nlp,look frontend developer expertise elasticsearch sql java git tableau,0.0,0.7556394683942159
154,"Role: Software Engineer. Experience: 5 years of experience in Software Engineer.. Education: PhD in AI. Skills: Excel, HTML, Python, Linux, NumPy, Flask.","Looking for a DevOps Engineer with expertise in Selenium, Keras, Excel, MySQL, GitHub.",0.0765900539291028,0,role software engineer experience 5 year experience software engineer education phd ai skill excel html python linux numpy flask,look devops engineer expertise selenium keras excel mysql github,0.16666666666666666,0.6622850736667182
155,"Role: Data Scientist. Experience: 8 years of experience in Data Scientist.. Education: PhD in AI. Skills: C#, Excel, MongoDB, Flask, Project Management, Microservices, PostgreSQL, Node.js.","Looking for a DevOps Engineer with expertise in Machine Learning, Agile, Flask, React, MySQL.",0.2754580523027221,0,role data scientist experience 8 year experience data scientist education phd ai skill c excel mongodb flask project management microservices postgresql node.js,look devops engineer expertise machine learning agile flask react mysql,0.16666666666666666,0.6899024533216621
156,"Role: DevOps Engineer. Experience: 1 years of experience in DevOps Engineer.. Education: PhD in AI. Skills: Jenkins, Git, Keras, C++.","Looking for a DevOps Engineer with expertise in GraphQL, Tableau, Spark, Microservices, Data Analysis, Pandas.",0.4522436417793515,0,role devops engineer experience 1 year experience devops engineer education phd ai skill jenkins git keras c++,look devops engineer expertise graphql tableau spark microservices data analysis pandas,0.14285714285714285,0.7290133314876603
157,"Role: Frontend Developer. Experience: 14 years of experience in Frontend Developer.. Education: BS in Computer Science. Skills: Pandas, Git, Power BI, Hadoop, Jenkins.","Looking for a Software Engineer with expertise in Docker, NumPy, Tableau, Linux, Terraform, Machine Learning, Microservices.",0.32521026328916,0,role frontend developer experience 14 year experience frontend developer education bs computer science skill pandas git power bi hadoop jenkins,look software engineer expertise docker numpy tableau linux terraform machine learning microservices,0.0,0.7547953807699163
158,"Role: Data Scientist. Experience: 2 years of experience in Data Scientist.. Education: PhD in AI. Skills: AWS, Scikit-Learn, Excel, Spark, Java, CI/CD, Docker, Project Management.","Looking for a Software Engineer with expertise in NoSQL, Django, DevOps, NumPy, Ansible, Elasticsearch.",0.2675911705041183,0,role data scientist experience 2 year experience data scientist education phd ai skill aw scikit learn excel spark java ci cd docker project management,look software engineer expertise nosql django devops numpy ansible elasticsearch,0.0,0.4401439638823949
159,"Role: Frontend Developer. Experience: 11 years of experience in Frontend Developer.. Education: Self-taught Developer. Skills: Spark, DevOps, TypeScript, Computer Vision, Machine Learning, GCP.","Looking for a ML Engineer with expertise in Cloud Computing, CSS, Vue, TensorFlow, Redis, Project Management.",0.3546329329818866,0,role frontend developer experience 11 year experience frontend developer education self teach developer skill spark devops typescript computer vision machine learning gcp,look ml engineer expertise cloud computing css vue tensorflow redis project management,0.0,0.7646873338978725
160,"Role: Data Scientist. Experience: 15 years of experience in Data Scientist.. Education: BS in Computer Science. Skills: Kubernetes, NoSQL, Django, Ansible, FastAPI, Computer Vision, Tableau, C++.","Looking for a DevOps Engineer with expertise in Django, JavaScript, Java, DevOps.",0.3608829126950115,0,role data scientist experience 15 year experience data scientist education bs computer science skill kubernete nosql django ansible fastapi computer vision tableau c++,look devops engineer expertise django javascript java devops,0.25,0.5233758754796428
161,"Role: Frontend Developer. Experience: 10 years of experience in Frontend Developer.. Education: BS in Computer Science. Skills: Machine Learning, NumPy, MySQL, HTML, Data Analysis, React, CSS.","Looking for a Software Engineer with expertise in GraphQL, Deep Learning, Azure, Agile, Excel, Spark, Power BI.",0.1727968707721631,0,role frontend developer experience 10 year experience frontend developer education bs computer science skill machine learning numpy mysql html data analysis react css,look software engineer expertise graphql deep learning azure agile excel spark power bi,0.0,0.7589536022000137
162,"Role: Software Engineer. Experience: 12 years of experience in Software Engineer.. Education: Self-taught Developer. Skills: MongoDB, CSS, Ansible.","Looking for a Data Scientist with expertise in TensorFlow, Hadoop, GitHub, Node.js, Computer Vision, MySQL, MongoDB.",0.3292017753384752,0,role software engineer experience 12 year experience software engineer education self teach developer skill mongodb css ansible,look data scientist expertise tensorflow hadoop github node.js computer vision mysql mongodb,0.14285714285714285,0.5986115732547721
163,"Role: Software Engineer. Experience: 12 years of experience in Software Engineer.. Education: BS in Computer Science. Skills: Azure, Docker, Elasticsearch, JavaScript.","Looking for a ML Engineer with expertise in Azure, Node.js, NLP, Keras.",0.4662892643251332,0,role software engineer experience 12 year experience software engineer education bs computer science skill azure docker elasticsearch javascript,look ml engineer expertise azure node.js nlp keras,0.25,0.5884182698017151
164,"Role: ML Engineer. Experience: 7 years of experience in ML Engineer.. Education: MS in Data Science. Skills: Excel, Node.js, HTML, Redis, SQL, Data Analysis, Machine Learning, PyTorch.","Looking for a Software Engineer with expertise in FastAPI, C++, Machine Learning, Git, Agile.",0.3500793492826624,0,role ml engineer experience 7 year experience ml engineer education ms data science skill excel node.js html redis sql data analysis machine learning pytorch,look software engineer expertise fastapi c++ machine learning git agile,0.2,0.7835400844307451
